code,name,categories,price,market_cap_yi,ttm_revenue_yi,ttm_net_yi,ttm_deduct_yi,pe_ttm_net,pe_ttm_deduct,q1_revenue_yi,q1_net_yi,q1_deduct_yi,q1_rev_yoy,q1_net_yoy,q1_deduct_yoy,q1_gross_margin,q1_net_margin,q1_roe,rev_positive_quarters,deduct_positive_quarters,s5_operating_score,pe_to_growth,basic_gate
603728,鸣志电器,机器人具身,49.54,207.51,28.670689632800002,0.677558385,0.5829918296,306.26143014966897,355.9398081828624,7.0040205146000005,0.1381714328,0.1091041292,17.6531500174,92.1905388262,96.1404338531,37.023150446156,1.954380310775,0.4644178261,4,2,48.2,3.7,False
603019,中科曙光,算力服务器网络,87.89,1285.93,155.7684154527,22.1766394604,18.947608999899998,57.985791864283016,67.86766604729847,31.994304928200002,2.2784391903,1.6412986091,23.7100491767,22.1861163162,53.2962116487,26.557524416825,5.999754755754,1.017411298,4,4,47.8,1.27,True
300759,康龙化成,AI医药影像,35.48,651.87,145.7468956792,16.9368292834,15.893575726300002,38.488313786034674,41.01468487807396,35.7842440286,3.3535923494,3.4343958432,15.4772406327,9.7468807222,17.4509926453,32.495836004824,8.674488724756,2.1277360305,4,4,47.7,2.35,True
000938,紫光股份,算力服务器网络,35.13,1004.75,1039.4342393167,21.2488439116,18.4596477926,47.28492543782558,54.429532528934736,279.8485596739,7.879086171900001,6.2048505924,34.6087720553,126.0558607701,51.640772755,12.882941241367,3.432915488039,5.2052195105,3,3,47.4,1.05,True
300580,贝斯特,机器人具身,20.35,102.22,15.402451593699999,2.8163908640999997,2.641281367,36.29467816522875,38.70091285128882,3.8589527161,0.7303045988,0.6853862887000001,10.3844384831,5.2333154746,4.8532333217,33.586797132614,18.924942919178,2.1988190598,4,3,47.4,7.97,False
300347,泰格医药,AI医药影像,49.02,422.07,70.7013093567,7.7146445601,3.7314403226999997,54.71023281914222,113.11181835935088,18.0147393503,0.4904312113,1.2039408164,15.1731796293,-70.3610961767,17.6540783185,26.638888558885,18.322976491719,0.2342307172,3,2,46.4,6.41,False
002747,埃斯顿,机器人具身,38.19,369.6,48.6043554145,1.3017891952,0.22471829370000013,283.91693629260504,1644.7259095577576,12.165549214,0.978366605,0.1935859241,-2.2164415756,674.6405502998,364.5288399704,30.393911360326,7.957014619496,3.7635846054,3,4,45.8,16.45,False
002922,伊戈尔,供电液冷数据中心,23.3,98.46,54.55628847770001,2.2692099104,2.083738399,43.38955138030584,47.25161279710141,12.755935966,0.6867390386,0.5226154686,17.7074494805,63.5293859304,89.818602044,19.822107687272,5.473758507891,1.8125499273,4,2,44.4,0.53,False
002475,立讯精密,PCB_CCL_连接,58.05,4484.52,3544.4524524089,172.1583858815,145.3554788984,26.048803705018376,30.852087819369867,838.8849196013,36.596434873,27.7610571616,35.7689406201,20.241619356,15.2191343194,11.9205204193,4.729655636217,4.2116002146,4,4,44.3,2.03,True
300496,中科创达,AI软件工业智能,56.15,259.25,80.57746077649999,4.5994872098,3.5402438419999998,56.364979001925086,73.2294190937823,17.4855210291,1.0238316168000001,0.9728877284999999,19.0422553489,10.597434159,11.1574278298,32.709919418366,5.149133184545,0.9869214961,4,4,43.7,6.56,True
002130,沃尔核材,PCB_CCL_连接,15.24,213.34,87.2367288141,11.2476597152,10.7353561374,18.967501275993794,19.872652315349168,20.3211934679,2.3128586864,2.2147575412,15.5199367094,-7.6291157116,-8.1995664266,30.461646263927,11.968165576209,2.9561636183,4,3,43.4,,False
688083,中望软件,AI软件工业智能,51.51,87.38,9.1509761499,0.30410702,-1.1117073804,287.33305794782376,,1.4723423040999999,-0.38304518270000004,-0.6957262056999999,17.3025260761,20.1486638861,6.0599250556,97.056192749519,-26.469825672654,-1.4391519668,3,2,43.3,,False
002156,通富微电,存储芯片封装设备材料,68.36,1037.43,293.1066478264,14.4637631274,9.080456101200003,71.72614698277958,114.24866641477418,74.8167467705,3.2905740055,1.7162305191999998,22.8027090806,224.5486692106,64.781869627,13.324737009724,4.681351951915,2.1125752364,4,3,43.1,1.76,True
300913,兆龙互连,PCB_CCL_连接,33.22,113.87,21.8428580034,2.4731966930000002,2.4136369404,46.04162714687893,47.177766504157375,5.084884526600001,0.48548763990000005,0.47625203509999997,13.4680597679,48.9575058451,50.0996524748,21.070006299954,9.547663026767,1.8456528745,4,4,42.9,0.94,True
002410,广联达,AI软件工业智能,8.51,140.58,60.284342798000004,4.0947614792,3.5227606238,34.33167004087998,39.906202837125065,11.590115087300001,0.3419907293,0.2358715947,-5.6103314439,14.6198102083,24.0780663784,89.732764126905,4.004994633322,0.5640919758,1,4,42.9,1.66,False
688347,华虹宏力,存储芯片封装设备材料,309.0,5369.57,180.0428345925,4.9341066028,3.4553896422999997,1088.2557739941988,1553.9694667909785,46.2537263773,1.39562597,1.3270493232,18.2191831331,513.1019384411,724.006553414,17.625466293027,-2.750698403674,0.3087382156,4,3,42.0,15.54,False
002050,三花智控,机器人具身,39.75,1672.69,311.15849444739996,40.8709705003,40.9072108495,40.926114049279114,40.88985695343355,77.7355541929,9.2762185377,9.8570956079,1.3573975694,2.6793450799,15.5166179676,27.79668818155,12.232082348065,2.881851108,3,4,41.4,2.64,False
600845,宝信软件,AI软件工业智能,18.65,533.0,110.7745159755,12.4163984005,11.675747946900001,42.927101950798914,45.65018039306985,26.4394272449,3.8126590925999997,3.7706355225,4.1723208898,-14.2523323489,-10.5888984642,30.767956612862,14.576081567135,3.3944409564,2,0,41.2,,False
300124,汇川技术,AI软件工业智能,59.12,1600.74,462.7015584804,47.4062819612,47.6240255585,33.766410985576485,33.61202630873143,101.43223378120001,10.1345115158,10.4568747008,12.9797628104,-23.3873628911,-15.2459327203,29.077055136753,10.08391318204,2.8255347999,4,3,40.8,,False
300570,太辰光,光互联,158.08,359.04,15.169672909600001,2.8537287424,2.6443417724000002,125.81434060829677,135.7767001782587,3.4076451164,0.6577884371,0.616056704,-8.0395652687,-17.1233600773,-21.2307143413,37.795513009895,19.776411139666,3.7842545767,1,2,40.1,,False
300990,同飞股份,供电液冷数据中心,92.74,158.79,29.925116939000002,2.5077076912000003,2.4664176419,63.32077720111592,64.3808239539174,6.9864860886,0.5977443793,0.5913949696,21.7963614518,-3.4445542681,-2.0009882663,22.787328448242,8.555722744161,2.8268674536,4,2,40.0,,False
300244,迪安诊断,AI医药影像,18.26,114.12,99.77866303370001,1.2943254734,1.0012468612999998,88.16947695560977,113.97788538565679,22.469603552600002,0.6437431759000001,0.6197953123,-4.9961544044,406.4631472564,335.61185292,29.473249257812,4.638087523264,0.9927215287,0,2,39.6,1.14,False
300757,罗博特科,光互联,413.0,692.22,10.1683755207,-0.7908824361999999,-1.1455493523,,,1.6370618681,-0.38817952079999996,-0.40095590670000003,69.3255953076,-48.3295016557,-52.7129893583,36.311393935888,-23.634757661851,-2.3532678146,2,1,39.2,,False
002335,科华数据,供电液冷数据中心,29.75,224.44,83.7400172479,4.2705250045,3.8858218104000004,52.55559908055797,57.75869583090752,14.300624076099998,0.7800880049,0.6475939994,17.5725706896,13.1475220155,5.8485073068,27.853659538237,5.685393929478,1.2098997703,3,4,38.7,9.88,True
300499,高澜股份,供电液冷数据中心,28.63,87.39,9.8307529263,0.3053297682,0.6056672857000001,286.2151322983908,144.2871392649167,2.1195183483,0.1514076255,0.142431292,-2.7745542782,16.5492387408,50.5899481894,30.68201182696,8.174883654061,1.0933378187,3,4,38.5,2.85,False
002409,雅克科技,存储芯片封装设备材料,145.0,690.1,84.6638854091,10.067348422,9.4423807159,68.54833776209995,73.08538182938784,19.7276076504,2.6668796067,2.4438562422,-6.8503997212,2.4660212202,-3.8124647556,31.245749183759,15.153153874385,3.3401089858,3,2,38.4,,False
002472,双环传动,机器人具身,37.8,321.3,91.4289450674,12.6960171446,11.934898287200001,25.307149190221327,26.921050541720113,20.954729559300002,2.8409046964999995,2.5806328619,1.4879662829,2.9288408311,-4.041940803,27.548045139232,14.322725367591,2.7957569463,2,3,37.7,,False
688621,阳光诺和,AI医药影像,57.58,64.49,11.8850410248,1.9491977016,1.9074713731,33.085407368920734,33.809157458123,1.9709516674,0.2063102834,0.19354247489999998,-14.618151577,-30.2500928996,-4.2095618994,49.343718640394,9.352701968748,1.6697203063,2,2,37.0,,False
300687,赛意信息,AI软件工业智能,21.7,88.63,20.6683097701,-1.0013249817999998,-1.2065037981000002,,,4.833388655899999,0.315682976,0.3106550472,-1.307534863,28.7433360556,33.8102353431,32.367407150061,6.097229744607,1.1853050114,0,1,36.9,,False
688981,中芯国际,存储芯片封装设备材料,139.88,11974.86,686.39325,50.45569,41.86568,237.33418371644507,286.03046696004935,176.17218,13.61209,12.32279,8.0738981485,0.3564651048,5.3231714926,21.47585958237,9.047955244693,0.9055709797,4,4,36.7,53.73,True
